,movie_id,movie_name,year,genre,overview,director,cast,movie_id2,Keywords
1622,tt0121989,Baazi,1995,"Action, Thriller, Crime",A tough and honest police officer wages a one-man war against terrorists and a corrupt politician who have planned to assassinate the chief minister of the state.,Ashutosh Gowariker,"Aamir Khan, Mamta Kulkarni, Paresh Rawal, Avtar Gill",0121989,"man wears an undershirt, woman murders a woman, assassination attempt, barefoot male, body lands on a car, character repeats someone else's dialogue, live action, terrorist, court, police commissioner, rape and murder, murder, police, prison, escape, polydactyly, villain not really dead cliche, rescue, crashing through a window, jumping from a rooftop, diamond, rooftop, showdown, strangulation, sprayed with fire extinguisher, hit with a fire extinguisher, fire extinguisher, fight between two women, fistfight, pump action shotgun, molotov cocktail, bottle, one man army, shotgun, shootout, elevator, wristwatch, extra toe, recognition, thrown from a rooftop, lifting someone into the air, lifting a man into the air, suitcase, exploding helicopter, electrocution, death by electrocution, murder of an innocent person, thrown from a building, falling from height, falling to death"
1623,tt2912578,Ankur Arora Murder Case,2013,"Drama, Thriller","A highly reputed doctor makes a small mistake, which costs the life of a kid Ankur Arora. Will he succeed in hiding his mistake or will the mother of the kid get Justice.",Sohail Tatari,"Kay Kay Menon, Visshesh Tiwari, Tisca Chopra, Arjun Mathur",2912578,"loss of son, medical misconduct, surgeon, doctor, surgery, dying during surgery, death of child, independent film, character name in title"
1624,tt0071205,Benaam,1974,"Drama, Mystery, Thriller","After helping a stabbing victim to the hospital, a man begins to receive anonymous threats. The only way to save his wife and child is to unravel the mystery of the killer's identity.",Narendra Bedi,"Amitabh Bachchan, Moushumi Chatterjee, Satyendra Kapoor, Madan Puri",0071205,"hospital, threat, telephone call, reporter, car chase, rescue, dog, child kidnapping, husband wife relationship"
1625,tt0216067,Parichay,1972,"Drama, Family, Musical","In desperate need of a job, unemployed Ravi (Jeetendra) goes to his maternal uncle (A.K. Hangal) and aunt (Leela Mishra) in their village for a few days. His uncle decides that he can be a ...                See full summary »",Gulzar,"Jeetendra, Jaya Bachchan, Pran Sikand, A.K. Hangal",0216067,"teacher, children, picnic, mischief, brother sister relationship, father daughter relationship, terminal illness, death of father, horse and carriage, girl, boy, song, singing, singer, new job, train, one word title"
1626,tt0220594,Kartoos,1999,"Action, Thriller",A cop trains a criminal Raja to end the reign of a deadly underworld don. But the mission falters when Raja falls in love and puts everyone's life and the mission at risk.,Mahesh Bhatt,"Sanjay Dutt, Jackie Shroff, Manisha Koirala, Gulshan Grover",0220594,"love, police officer, prison, pistol, anti hero, prisoner, terrorist, hitman, coercion, death row, london england, mission, criminal"
1627,tt0121395,Imtihaan,1994,"Action, Drama, Romance",A woman's tragic past threatens to break up her marriage.,Harry Baweja,"Sunny Deol, Saif Ali Khan, Raveena Tandon, Govardhan Asrani",0121395,"flashback, presumed dead, girl, fistfight, father daughter relationship, tough guy, sexual harassment, consummation of marriage, secret marriage, dysfunctional marriage, love triangle, orphan, beating, mother daughter relationship, sitar, attempted rape, clothes ripped off, mysterious stranger, singer, red saree, lust, jumping from a helicopter, fight, attempted murder, truth, wedding night, love, orphanage, death, lie, helicopter, adoption, secret, revenge, death of father"
1628,tt8472964,Chintu Ka Birthday,2020,"Comedy, Drama, War","During US invasion of Iraq some illegal migrants are waiting to get back home to India. As one such family prepares to celebrate the 6th birthday of their youngest member Chintu, their kind-hearted Iraqi landlord lends them a helping hand.","Devanshu Singh, Satyanshu Singh","Vinay Pathak, Tillotama Shome, Seema Pahwa, Khaled Masso",8472964,"birthday, iraq, iraq war, stranded, family values, indian family"
1629,tt8396186,Amavas,2019,"Horror, Thriller","The lives of a couple turn into a nightmare, as dark forces lie in wait beneath the shadows of the haunted bungalow in which they have decided to stay.",Bhushan Patel,"Ali Asgar, Ali Asgar, Vivan Bhatena, Sabina Chema",8396186,"united kingdom, india, vacation gone wrong"
1630,tt1667823,Bhindi Baazaar,2011,"Crime, Drama, Thriller",Power struggles ensue in a gang after the sudden death of their leader.,Ankush Bhatt,"Kay Kay Menon, Prashant Narayanan, Pawan Malhotra, Adil Feroz Khan",1667823,"adults, death"
1631,tt0071145,Ankur,1974,Drama,"Belonging to a lower caste, Lakshmi and her deaf-mute husband Kishtayya serve the landlord's son, Surya. When Surya's young wife finds out about his affair with Lakshmi, they all find themselves at crossroads.",Shyam Benegal,"Shabana Azmi, Sadhu Meher, Anant Nag, Priya Tendulkar",0071145,"bare chested male, cheating wife, village, affair, deaf mute, toddy, caste system, jeep stuck in mud, village elders' meeting, husband returns home, throwing a stone at a window, abandoned by husband, cornfield, childless couple, female vomiting, whipping, kite flying, humiliation, ox cart, adulterous wife, hypocrisy, attraction, priest, head shaving, shaving, hut, bird, newlywed, pregnancy, wedding, snake, class differences, male female relationship, phonograph record, card playing, alcoholic, social criticism, poverty, jealousy, illegitimate son, feudal society, mistress, cowardice, adultery, theft, sign language, social issues, independent film, cigarette smoking, alcoholism"
1632,tt0214841,Karz,1980,"Action, Musical, Romance",Ravi is killed by his wife after his marriage. He is reborn as Monty and is now a singer he goes to holiday in Ooty where he recollects his memories from previous life and inquires about his family from first life and his evil wife Kamini.,Subhash Ghai,"Rishi Kapoor, Tina Ambani, Simi Garewal, Raj Kiran",0214841,"estate, singer, wig, villainess, vengeance, temple, stage performance, revenge, reincarnation, party, murder of husband, guitar, good versus evil, car chase, betrayal, family relationships, wife, gold digger, evil woman, vision, rebirth, murder, mansion, woman in jeopardy, song, showdown, rock star, person on fire, parrot, paranoia, mute, love at first sight, incarceration, hostage, hit by a truck, father figure, famous song, famous score, ex convict, confrontation, blood, attempted rape, attempted murder"
1633,tt0079584,Mr. Natwarlal,1979,"Action, Comedy, Romance","Natwar is just a young boy when his beloved older brother and caretaker, police officer Gridharilal (Ajit), is framed for bribery by sinister criminal mastermind Vikram (Amjad Khan). When ...                See full summary »",Rakesh Kumar,"Amitabh Bachchan, Rekha, Ajit Khan, Kader Khan",0079584,"robin hood type criminal, medal, blasphemy, gangster, brother brother relationship, redemption, abduction, presumed dead, false identity, boulder, tiger in a cage, mass abduction, frame up, anti hero, greed, missing person, battle, selfishness, waterfall, poetic justice, tiger, talking to god, animal in cast credits, slave labor, hill, landslide, gentleman thief, master criminal, tyrant, despair, told in flashback, con artist, faith, siege, reluctant hero, diamond necklace, villager, revenge, land mine, lifting a man into the air, starvation, tiger attack, false accusation, brother in law sister in law relationship, con man, branding, jungle, man tiger fight, quicksand, atheist"
1634,tt6689882,Rangeela Raja,2019,Comedy,A strong career woman changes the life of a business tycoon and upsets his family. His brother attempts to set everything back to normal. Will he succeed?,Sikander Bharti,"Govinda, Mishika Chourasia, Karan Aanand, Anupama Agnihotri",6689882,
1635,tt0350195,Teri Meherbaniyan,1985,"Action, Crime, Drama","Ram is a govt official who tries to brings justice to an oppressed village. He almost succeed in his mission but is murdered by Vijay singh. His dream of justice is filled by his most loyal dog, MOTI.",Vijay Reddy,"Jackie Shroff, Poonam Dhillon, Raj Kiran, Swapna",0350195,"master dog relationship, loyalty, rain, whipping, mission, dream, justice, village, dog, widow, death of master, death, affection, puppy, labrador retriever, grief, animal cruelty, tears, suicide, attempted rape, murder, bathing, evil landowner, revenge, pet, pet dog"
1636,tt0378069,Hum Se Badkar Kaun,1981,"Adventure, Drama",Four young boys tragically separated from their parents and each other grow up to become four different men with divergent values and conflicting methods. Fate eventually sets their paths for a head on collision.,Deepak Bahry,"Ranjeet Bedi, Birbal, Mithun Chakraborty, Mohan Choti",0378069,"parents, boy, young"
1637,tt9343754,Eeb Allay Ooo!,2019,"Comedy, Drama",A young migrant battles hordes of monkeys in the heart of New Delhi as a contractual monkey repeller.,Prateek Vats,"Shardul Bharadwaj, Mahender Nath, Nutan Sinha, Shashi Bhushan",9343754,monkey
1638,tt0267548,Haseena Maan Jaayegi,1999,"Action, Comedy, Romance","Separated from their wealthy father and each other, two brothers (Sanjay Dutt, Govinda) try to win the hearts of their dream girls.",David Dhawan,"Sanjay Dutt, Govinda, Karisma Kapoor, Pooja Batra",0267548,"father, prank, father son relationship, misunderstanding, abduction, speaking in another voice, restaurant, prank call, prank telephone call, gangster, horseback riding, horse, posing as one's uncle, brother brother relationship"
1639,tt1883121,404: Error Not Found,2011,"Drama, Mystery, Thriller",A brilliant student starts hallucinating after moving into a room that was occupied by another who committed suicide.,Prawaal Raman,"Rajvvir Aroraa, Imaaduddin Shah, Nishikant Kamat, Ruchir Raj",1883121,"supernatural power, psychotronic film, downward spiral, room, suicide, student, mental disorder, ragging, hostel, professor, black and white scene, ghost in a photograph, talking to self, surveillance, talking to the dead, interview, thesis, manic, manic depression, diary, notebook, classical music, psychiatric patient, patient, coffee, ringing telephone, telephone, reflection in a mirror, reflection in glass, reflection, regret, cardboard box, india, bottle, nightmare, laptop computer, mortuary, morgue, locked in, locked in a room, cigarette smoking, mental depression, mental instability, mental health, mental illness, frustration, candle, power outage, reference to batman, science versus supernatural"
1640,tt13245502,DJ Tillu,2022,"Action, Comedy, Crime","A lazy young man spends his time chasing girls, until an incident changes his life forever.",Vimal Krishna,"Neha Shetty, Sidhu Jonnalagadda, Pragathi, Brahmaji",13245502,"affair, young, man"
1641,tt7722258,Genius,2018,"Action, Thriller","An orphan, with a brilliant mind, joins RAW and is burdened by the killing of his entire team. Until he doesn't avenge their death, he can't live in peace with his love. So, he hatches a genius plan.",Anil Sharma,"Utkarsh Sharma, Ishita Chauhan, Mithun Chakraborty, Ayesha Jhulka",7722258,"action thriller, orphan"
1642,tt10731264,Suraj Pe Mangal Bhari,2020,Comedy,"In the 1990s, a wedding detective has to perform background checks on prospective grooms. In the time before social media and mobile phones, everything has to be done in person.",Abhishek Sharma,"Manoj Bajpayee, Karishma Tanna, Fatima Sana Shaikh, Abhishek Banerjee",10731264,"marriage, india, detective, 1990s"
1643,tt0085138,Adi Shankaracharya,1983,"Biography, Drama",The first Indian movie to be made in Sanskrit. The movie follows the life and times of Adi Shankaracharya - the founder of the non-duality (Advaita) school of Indian philosophy. The ...                See full summary »,G.V. Iyer,"Sarvadaman Banerjee, M.V. Narayana Rao, Manjunath Bhatt, Leela Narayana Rao",0085138,"8th century, india, philosophy, historical event, hindu, based on true story, character name in title"
1644,tt7340684,The Final Exit,2017,Horror,"Caught in a surreal maze, a man tries to decode the mysterious hallucinations he's experiencing.",Dhwanil Mehta,"Kunaal Roy Kapur, Mukesh Hariawala, Elena Kazan, Reyhna Malhotra",7340684,surrealism
1645,tt21627952,Dec-24,2023,"Horror, Thriller",Finding Medicine for Breathing issues that newborn baby's facing in some parts of the state of karnataka due to some environmental problems.,Nagaraj 'MG' Gowda,"Appu Badiger, Rakesh Bhoumik, Jagadeesha H G Doddi, Ravi K R Pete",21627952,medicine
1646,tt5219770,Dev Bhoomi,2016,Drama,"After a long exile, Rahul returns to his village in the Himalayas. It causes commotion amongst the villagers, who have never forgiven him for his sins in the past.",Goran Paskaljevic,"Victor Banerjee, Geetanjali Thapa, Uttara Baokar, Raj Zutshi",5219770,village
