web-scraper-order,web-scraper-start-url,Movie_Name,Year,Duration,Rating,Overview,link,link-href
"1728642008-638","https://www.imdb.com/search/title/?title_type=feature&release_date=2024-01-01,2024-12-31&countries=IN&sort=year,desc","638. Ajay Gadu","2024","1h 48m","8.1","Ajay, a middle class struggling to adjust himself to the fast moving world of money, fame and love feels like giving up but shwetha a drug addicted medico becomes an inspiration to Ajay how he fights back with himself and outer world is the crust of the story.","638. Ajay Gadu","https://www.imdb.com/title/tt31216055/?ref_=sr_t_638"
"1728642008-639","https://www.imdb.com/search/title/?title_type=feature&release_date=2024-01-01,2024-12-31&countries=IN&sort=year,desc","639. Deal","2024","3h","","The main theme of this film is a 'Deal.' The story revolves around a deal related to a crime. What is the actual deal? Who are the parties involved in the deal? Ultimately, was the deal successful?","639. Deal","https://www.imdb.com/title/tt32827720/?ref_=sr_t_639"
"1728642008-640","https://www.imdb.com/search/title/?title_type=feature&release_date=2024-01-01,2024-12-31&countries=IN&sort=year,desc","640. Samudrudu","2024","","","In the village of Vetapalem, an area inhabited solely by fishermen, life revolves around the pursuit of fishing.

Amongst them resides a young man named Ganga, who enjoys playful activities with his friends, engages in song and drink, and offers assistance to everyone around. However, in this same village, a figure named Alluraiah, along with his son Deva, purchases the fish caught by the villagers at a low rate and sells it to the city at significantly higher prices.

Ganga, who rebels against this exploitative policy, argues that they should sell the fish themselves, leading to a growing enmity between them. Deva's wife, devising a plan to prevent the conflict from escalating further, arranges for Nandini, Deva's sister who resides abroad, to return. She emphasizes that they would all be losers if the feud with Ganga persists.

Meanwhile, a new teacher arrives in the village and transforms the dilapidated school. Despite the parents' reluctance to send their children to school, change comes about with Ganga's assistance. Ganga forms a fondness for this teacher. However, the story takes a turn when Ganga, in front of everyone, declares that he will marry Nandini for the sake of the village, rather than the teacher.

Just then, a significant antagonist named ""Gajini Mohammad"" arrives at the Vetapalem sea upon learning that a migration of tuna fish worth lakhs is occurring. The entire town is unable to resist him alone. He and his followers perpetrate violence, leading to the deaths of many villagers.

With the aid of a police officer who arrives in the village, Ganga ultimately defeats Gajini Mohammad and his followers, ensuring justice. The villagers receive the tuna fish they had hunted, and Ganga's effort results in a happy conclusion. He finally reunites with Nandini.","640. Samudrudu","https://www.imdb.com/title/tt31947573/?ref_=sr_t_640"
"1728642008-641","https://www.imdb.com/search/title/?title_type=feature&release_date=2024-01-01,2024-12-31&countries=IN&sort=year,desc","641. PinkCity: A Psychedelic Meditation","2024","1h 35m","","An LSD trip delves deep into the heart of India and the human soul, as a Westerner journeys through foreign land searching for the woman he loves who got lost down the Ganges. A psychedelic experimental/narrative experience.","641. PinkCity: A Psychedelic Meditation","https://www.imdb.com/title/tt6413600/?ref_=sr_t_641"
"1728642008-642","https://www.imdb.com/search/title/?title_type=feature&release_date=2024-01-01,2024-12-31&countries=IN&sort=year,desc","642. Sridevi Prasanna","2024","2h 7m","8.7","Despite family pressure, Sridevi and Prasanna challenge conventional ideas about love and romance, finding a unique connection.","642. Sridevi Prasanna","https://www.imdb.com/title/tt30632761/?ref_=sr_t_642"
"1728642008-643","https://www.imdb.com/search/title/?title_type=feature&release_date=2024-01-01,2024-12-31&countries=IN&sort=year,desc","643. Dhoom Dhaam","2024","2h 22m","","It is an unusual mix of two love stories: 'Father and Son' and 'Son and a Beautiful girl.","643. Dhoom Dhaam","https://www.imdb.com/title/tt32546023/?ref_=sr_t_643"
"1728642008-644","https://www.imdb.com/search/title/?title_type=feature&release_date=2024-01-01,2024-12-31&countries=IN&sort=year,desc","644. Peppatty","2024","2h 23m","9.9","","644. Peppatty","https://www.imdb.com/title/tt30790410/?ref_=sr_t_644"
"1728642008-645","https://www.imdb.com/search/title/?title_type=feature&release_date=2024-01-01,2024-12-31&countries=IN&sort=year,desc","645. Motu Patlu & The Race to the Diamond Valley","2024","1h 12m","7.5","Motu and Patlu decide to participate in the race to help their village's development. Soon after, they land in France, where they face off against talented racers from various parts of the world. Will they emerge victorious?","645. Motu Patlu & The Race to the Diamond Valley","https://www.imdb.com/title/tt32253999/?ref_=sr_t_645"
"1728642008-646","https://www.imdb.com/search/title/?title_type=feature&release_date=2024-01-01,2024-12-31&countries=IN&sort=year,desc","646. Vijay 69","2024","","","A quirky slice-of-life film where a man decides to compete in a triathlon contest at the age of 69. It stars Anupam Kher in the lead role and is written and directed by Akshay Roy.","646. Vijay 69","https://www.imdb.com/title/tt27671792/?ref_=sr_t_646"
"1728642008-647","https://www.imdb.com/search/title/?title_type=feature&release_date=2024-01-01,2024-12-31&countries=IN&sort=year,desc","647. Mr Zoo Keeper","2024","","8.0","A zookeeper and his relationship with the animals and birds that remain in the zoo.","647. Mr Zoo Keeper","https://www.imdb.com/title/tt28335329/?ref_=sr_t_647"
"1728642008-648","https://www.imdb.com/search/title/?title_type=feature&release_date=2024-01-01,2024-12-31&countries=IN&sort=year,desc","648. Bazooka","2024","","","","648. Bazooka","https://www.imdb.com/title/tt27470003/?ref_=sr_t_648"
"1728642008-649","https://www.imdb.com/search/title/?title_type=feature&release_date=2024-01-01,2024-12-31&countries=IN&sort=year,desc","649. Vallavan Vaguthadhada","2024","1h 44m","6.7","A heist connects 5 strangers as their lives turn upside down on a dreaded night","649. Vallavan Vaguthadhada","https://www.imdb.com/title/tt31494567/?ref_=sr_t_649"
"1728642008-650","https://www.imdb.com/search/title/?title_type=feature&release_date=2024-01-01,2024-12-31&countries=IN&sort=year,desc","650. Like Aani Subscribe","2024","2h 20m","","The story revolves around a young vlogger, who is also an aspiring actress. Her life turns dramatically when she gets involved in a murder mystery.","650. Like Aani Subscribe","https://www.imdb.com/title/tt33477418/?ref_=sr_t_650"
"1728642008-651","https://www.imdb.com/search/title/?title_type=feature&release_date=2024-01-01,2024-12-31&countries=IN&sort=year,desc","651. Kuch Sapney Apne","2024","2h","8.0","Kuch Sapney Apne, a sequel to the highly successful Evening Shadows (winner of 27 international awards, screened at 82 film festivals), is a heartwarming Hindi feature film about a gay couple and their family members.","651. Kuch Sapney Apne","https://www.imdb.com/title/tt31236745/?ref_=sr_t_651"
"1728642008-652","https://www.imdb.com/search/title/?title_type=feature&release_date=2024-01-01,2024-12-31&countries=IN&sort=year,desc","652. Lambasingi","2024","2h 2m","6.5","A heartfelt tale set in the eponymous village located in the agency area. It revolves around a non local boy who falls in love with a local girl. However, their love faces numerous challenges due to various circumstances.","652. Lambasingi","https://www.imdb.com/title/tt31613800/?ref_=sr_t_652"
"1728642008-653","https://www.imdb.com/search/title/?title_type=feature&release_date=2024-01-01,2024-12-31&countries=IN&sort=year,desc","653. Vidyarthi Vidyarthiniyare","2024","2h 15m","8.3","How technological gadgets impact children on various ways.","653. Vidyarthi Vidyarthiniyare","https://www.imdb.com/title/tt32045279/?ref_=sr_t_653"
"1728642008-654","https://www.imdb.com/search/title/?title_type=feature&release_date=2024-01-01,2024-12-31&countries=IN&sort=year,desc","654. Abbabba","2024","2h 27m","8.6","When Dileep's girlfriend is in trouble, a stranger named Akhila offers to help, but only if Dileep helps sneak her into his hostel for 5 minutes. However, those 5 minutes spiral into an endless escapade.","654. Abbabba","https://www.imdb.com/title/tt21037504/?ref_=sr_t_654"
"1728642008-655","https://www.imdb.com/search/title/?title_type=feature&release_date=2024-01-01,2024-12-31&countries=IN&sort=year,desc","655. Double Tuckerr","2024","2h","5.1","Aravind has been gifted with two angels in his life ever since his birth. However, his life dramatically changes forever when one of the angels commits an error that accidentally costs him his life, resulting in his untimely demise.","655. Double Tuckerr","https://www.imdb.com/title/tt31182838/?ref_=sr_t_655"
"1728642008-656","https://www.imdb.com/search/title/?title_type=feature&release_date=2024-01-01,2024-12-31&countries=IN&sort=year,desc","656. Baii Ga","2024","2h 14m","4.3","Dhanush realizes he mistreated his wives in previous lives. God allows him to reunite with them, giving him a chance to make amends.","656. Baii Ga","https://www.imdb.com/title/tt32553821/?ref_=sr_t_656"
"1728642008-657","https://www.imdb.com/search/title/?title_type=feature&release_date=2024-01-01,2024-12-31&countries=IN&sort=year,desc","657. Pakal Iravu","2024","1h 8m","","Stranded in a deep forest after his jeep breaks down, Antony seeks refuge in the isolated home of a man named Viruman.","657. Pakal Iravu","https://www.imdb.com/title/tt31583554/?ref_=sr_t_657"
"1728642008-658","https://www.imdb.com/search/title/?title_type=feature&release_date=2024-01-01,2024-12-31&countries=IN&sort=year,desc","658. Mechanic Rocky","2024","","","","658. Mechanic Rocky","https://www.imdb.com/title/tt27191250/?ref_=sr_t_658"
"1728642008-659","https://www.imdb.com/search/title/?title_type=feature&release_date=2024-01-01,2024-12-31&countries=IN&sort=year,desc","659. Maya","2024","1h 48m","","Riya is a widow who lost her husband and daughter became insane. For years she was alone in one place waiting for revenge.","659. Maya","https://www.imdb.com/title/tt31596076/?ref_=sr_t_659"
"1728642008-660","https://www.imdb.com/search/title/?title_type=feature&release_date=2024-01-01,2024-12-31&countries=IN&sort=year,desc","660. Pind Aala School","2024","1h 54m","7.6","A newly appointed headmaster of a rural school implements innovative methods to provide quality education and a promising future for the underprivileged students.","660. Pind Aala School","https://www.imdb.com/title/tt30476264/?ref_=sr_t_660"
"1728642008-661","https://www.imdb.com/search/title/?title_type=feature&release_date=2024-01-01,2024-12-31&countries=IN&sort=year,desc","661. Babu","2024","2h 22m","9.4","","661. Babu","https://www.imdb.com/title/tt15554382/?ref_=sr_t_661"
"1728642008-662","https://www.imdb.com/search/title/?title_type=feature&release_date=2024-01-01,2024-12-31&countries=IN&sort=year,desc","662. Kadakan","2024","2h 8m","7.0","Reckless youth Sulfi and rebel father Hyder Ali live in Nilambur when incidents endanger their lives.","662. Kadakan","https://www.imdb.com/title/tt29229776/?ref_=sr_t_662"
